image_path,std_r,skew_r,p10_r,p90_r,std_g,skew_g,p10_g,p90_g,std_b,skew_b,p10_b,p90_b,mean_h,std_h,mean_s,std_s,mean_v,std_v
img_000001.jpg,49.740824036165066,0.512041698012119,31.0,169.0,50.806889116407994,0.5658503502178711,31.0,172.0,52.6007512572997,0.6412734646127108,32.0,180.0,74.402381,59.448692605732205,24.762194,17.959219089547403,97.062693,52.88637938626306
img_000002.jpg,45.469457642502796,0.4649667512250602,37.0,162.0,46.68606128072659,0.793491375878678,35.0,166.0,52.42234927207761,0.9427344765398255,28.0,176.0,46.578583,54.660485551375324,60.696824,26.556357060278877,95.832444,50.05898709509474
img_000003.jpg,71.51095539551808,0.28887818496821177,32.0,229.0,61.21303520337057,0.25783988569694277,32.0,197.0,59.381117586050536,0.5626222334328091,29.0,190.0,57.726907,54.43137524639029,64.567065,54.0600028513297,129.796985,71.08413016918598
img_000004.jpg,47.78892924317965,1.5657781453782869,21.0,133.0,48.277931449582944,1.4476047109222971,22.0,131.0,51.290406495084774,1.4854624715696374,23.0,141.0,112.343578,48.68050254627531,36.365261,24.81358328419897,63.258698,51.586659199300705
img_000005.jpg,54.19385744090354,0.5911296503470652,0.0,163.0,46.70674170134291,0.8422548986941842,52.0,173.0,53.301143063448365,0.821489718295118,63.0,204.0,94.31088,22.89476572550154,87.034552,73.34518642800833,119.475315,52.82397323801738
img_000006.jpg,73.87843893843726,1.1441034923658056,54.0,251.0,58.561281753908965,0.8559503736725182,40.0,185.0,58.475708112637456,0.9619135332513208,43.0,191.0,98.04849,75.23920622069255,59.215124,73.06815672825354,136.662595,73.90435633212684
img_000007.jpg,57.6482751112708,0.7099723612024957,38.0,190.0,51.90234260784844,0.7241269104935689,36.0,172.0,49.74081872475518,0.7299555361345474,33.0,160.0,54.920603,58.32774030524748,42.541337,34.189103955097025,102.706278,57.405225505930346
img_000008.jpg,69.55886688344306,0.6434883574944232,55.0,253.0,82.81964535316591,0.24049612764054917,20.0,251.0,83.7418203686753,0.21966762746515378,21.0,251.0,83.23139,66.60793905134658,79.270575,77.02787455310819,148.046284,67.89524623853532
img_000009.jpg,56.53236317371244,0.9525353262613977,31.0,169.0,58.88901493377897,0.9783131550898736,27.0,174.0,64.19811587794659,1.0712189144420674,34.0,194.0,119.578972,34.50858321379213,48.318789,26.908973421025916,102.904468,64.39642236675091
img_000010.jpg,46.89293995312113,0.5342802567944444,37.0,156.0,44.32420191106199,0.7414111835773073,37.0,148.0,49.05834754529651,0.8046379867065985,36.0,159.0,81.22761,61.826476914732076,34.630058,24.91811194526254,91.290014,49.757068943817465
img_000011.jpg,6.681766081968449,1.0188252501641741,19.0,36.0,7.2856484381556585,0.670910769506933,16.0,36.0,7.328707775173191,1.0051379077979294,19.0,37.0,123.105022,51.27056206420518,28.679705,15.848600572699628,26.066934,7.062874757465547
img_000012.jpg,70.92764720049863,-0.010364364659128275,57.0,255.0,79.66858646281467,-0.17061811441005664,28.0,255.0,80.4926508308936,-0.12021825471159679,30.0,255.0,64.270537,60.439447438999885,50.314092,60.89406641221734,162.33155,71.67389899117737
img_000013.jpg,39.08900381306998,0.8861239638043265,27.0,121.0,39.230989122357805,1.009976727235234,24.0,118.0,42.41156025371569,0.9606552024086522,26.0,127.0,116.283075,44.59455096247047,42.225118,36.02690572178072,71.692,41.29664603814698
img_000014.jpg,48.045688478623234,0.31351202317980964,71.0,198.0,45.47556523488082,0.35016013363999154,58.0,175.0,47.272779828146334,0.49881976659134475,53.0,172.0,52.468232,60.841552682308965,53.097096,41.60461941139209,131.895105,47.73391603502665
img_000015.jpg,65.9814558098716,0.7638864947938784,10.0,177.0,66.87095276450961,1.1921058502146584,27.0,195.0,63.978471230815636,1.3881433909165286,53.0,223.0,105.939904,32.68735933768258,125.163858,70.78022236865208,126.078499,62.50375743030973
